Date,Open,High,Low,Close,TrndrUp,TrndrDn
8/4/2022,4154.85,4161.29,4135.42,4151.94,3857.7,
8/5/2022,4115.87,4151.58,4107.31,4145.19,3857.7,
8/8/2022,4155.93,4186.62,4128.97,4140.06,3861.41,
8/9/2022,4133.11,4137.3,4112.09,4122.47,3871,
8/10/2022,4181.02,4211.03,4177.26,4210.24,3884.05,
8/11/2022,4227.4,4257.91,4201.41,4207.27,3914.12,
8/12/2022,4225.02,4280.47,4219.78,4280.15,3938.94,
8/15/2022,4269.37,4301.79,4256.9,4297.14,3975.65,
8/16/2022,4290.46,4325.28,4277.77,4305.2,3999.05,
8/17/2022,4280.4,4302.18,4253.08,4274.04,4059.92,
8/18/2022,4273.13,4292.53,4261.98,4283.74,4070.79,
8/19/2022,4266.31,4266.31,4218.7,4228.48,4070.79,
8/22/2022,4195.08,4195.08,4129.86,4137.99,4070.79,
8/23/2022,4133.09,4159.77,4124.03,4128.73,4070.79,
8/24/2022,4126.55,4156.56,4119.97,4140.77,4070.79,
8/25/2022,4153.26,4200.54,4147.59,4199.12,4070.79,
8/26/2022,4198.74,4203.04,4057.66,4057.66,,4485.8
8/29/2022,4034.58,4062.99,4017.42,4030.61,,4441.08
8/30/2022,4041.25,4044.98,3965.21,3986.16,,4390.71
8/31/2022,4000.67,4015.37,3954.53,3955,,4349.85
9/1/2022,3936.73,3970.23,3903.65,3966.85,,4310.69
9/2/2022,3994.66,4018.43,3906.21,3924.26,,4310.69
9/6/2022,3930.89,3942.55,3886.75,3908.19,,4293.95
9/7/2022,3909.43,3987.89,3906.03,3979.87,,4289.48
9/8/2022,3959.94,4010.5,3944.81,4006.18,,4289.48
9/9/2022,4022.94,4076.81,4022.94,4067.36,,4289.48
9/12/2022,4083.67,4119.28,4083.67,4110.41,,4289.48
9/13/2022,4037.12,4037.12,3921.28,3932.69,,4289.48
9/14/2022,3940.73,3961.94,3912.18,3946.01,,4289.48
9/15/2022,3932.41,3959.14,3888.28,3901.35,,4289.48
9/16/2022,3880.95,3880.95,3837.08,3873.33,,4289.48
9/19/2022,3849.91,3900.45,3838.5,3899.89,,4278.99
9/20/2022,3875.23,3876.01,3827.54,3855.93,,4250.75
9/21/2022,3871.4,3907.07,3789.49,3789.93,,4250.75
9/22/2022,3782.36,3790.9,3749.45,3757.99,,4224.53
9/23/2022,3727.14,3727.14,3647.47,3693.23,,4177.57
9/26/2022,3682.72,3715.67,3644.76,3655.04,,4131.2
9/27/2022,3686.44,3717.53,3623.29,3647.29,,4102.96
9/28/2022,3651.94,3736.74,3640.61,3719.04,,4097.75
9/29/2022,3687.01,3687.01,3610.4,3640.47,,4081.63
9/30/2022,3633.48,3671.44,3584.13,3585.62,,4058.82
10/3/2022,3609.78,3698.35,3604.93,3678.43,,4051.22
10/4/2022,3726.46,3791.92,3726.46,3790.93,,3984.89
10/5/2022,3753.25,3806.91,3722.66,3783.28,,3984.89
10/6/2022,3771.97,3797.93,3739.22,3744.52,,3984.89
10/7/2022,3706.74,3706.74,3620.73,3639.66,,3984.89
10/10/2022,3647.51,3652.17,3588.1,3612.39,,3956.98
10/11/2022,3595.86,3640.66,3568.45,3588.84,,3928.02
10/12/2022,3590.83,3608.34,3573.86,3577.03,,3928.02
10/13/2022,3520.37,3685.41,3491.58,3669.91,,3928.02
10/14/2022,3690.41,3712,3579.68,3583.07,,3928.02
10/17/2022,3638.65,3689.73,3638.65,3677.95,,3928.02
10/18/2022,3746.26,3762.79,3686.53,3719.98,,3928.02
10/19/2022,3703.11,3728.58,3666.51,3695.16,,3928.02
10/20/2022,3689.05,3736,3656.44,3665.78,,3928.02
10/21/2022,3657.1,3757.89,3647.42,3752.75,,3928.02
10/24/2022,3762.01,3810.74,3741.65,3797.34,,3928.02
10/25/2022,3799.44,3862.85,3799.44,3859.11,,3928.02
10/26/2022,3825.97,3886.15,3824.07,3830.6,,3928.02
10/27/2022,3834.69,3859.95,3803.79,3807.3,,3928.02
10/28/2022,3808.26,3905.42,3808.26,3901.06,,3928.02
10/31/2022,3881.85,3893.73,3863.18,3871.98,,3928.02
11/1/2022,3901.79,3911.79,3843.8,3856.1,,3928.02
11/2/2022,3852.9,3894.44,3758.68,3759.69,,3928.02
11/3/2022,3733.25,3750.59,3698.15,3719.89,,3928.02
11/4/2022,3766.98,3796.34,3708.84,3770.55,,3928.02
11/7/2022,3780.71,3813.95,3764.7,3806.8,,3928.02
11/8/2022,3817.02,3859.4,3786.28,3828.11,,3928.02
11/9/2022,3810.94,3818.2,3744.22,3748.57,,3928.02
11/10/2022,3859.89,3958.33,3859.89,3956.37,3379.63,
11/11/2022,3963.72,4001.48,3944.82,3992.93,3436.53,
11/14/2022,3977.97,4008.97,3956.4,3957.25,3469.79,
11/15/2022,4006.41,4028.84,3953.17,3991.73,3496.91,
11/16/2022,3976.82,3983.09,3954.34,3958.79,3496.91,
11/17/2022,3919.26,3954.33,3906.54,3946.56,3496.91,
11/18/2022,3966.39,3979.89,3935.98,3965.34,3496.91,
11/21/2022,3956.23,3962,3933.34,3949.94,3496.91,
11/22/2022,3965.51,4005.88,3956.88,4003.58,3496.91,
11/23/2022,4000.3,4033.78,3998.66,4027.26,3538.73,
11/25/2022,4023.34,4034.02,4020.76,4026.12,3538.73,
11/28/2022,4005.36,4012.27,3955.77,3963.94,3538.73,
11/29/2022,3964.19,3976.77,3937.65,3957.63,3538.73,
11/30/2022,3957.18,4080.11,3938.58,4080.11,3538.73,
12/1/2022,4087.14,4100.51,4050.87,4076.57,3538.73,
12/2/2022,4040.17,4080.48,4026.63,4071.7,3728.13,
12/5/2022,4052.02,4052.45,3984.49,3998.84,3728.13,
12/6/2022,3996.63,4001.51,3918.39,3941.26,3728.13,
12/7/2022,3933.28,3957.57,3922.68,3933.92,3728.13,
12/8/2022,3947.79,3974.19,3935.83,3963.51,3728.13,
12/9/2022,3954.17,3977.02,3933.04,3934.38,3728.13,
12/12/2022,3939.29,3990.71,3935.3,3990.56,3728.13,
12/13/2022,4069.38,4100.96,3993.03,4019.65,3728.13,
12/14/2022,4015.54,4053.76,3965.65,3995.32,3728.13,
12/15/2022,3958.37,3958.37,3879.45,3895.75,3728.13,
12/16/2022,3890.91,3890.91,3827.91,3852.36,3728.13,
12/19/2022,3853.79,3854.86,3800.04,3817.66,3728.13,
12/20/2022,3810.47,3838.24,3795.62,3821.62,3728.13,
12/21/2022,3839.49,3889.82,3839.49,3878.44,3728.13,
12/22/2022,3853.26,3853.26,3764.49,3822.39,3728.13,
12/23/2022,3815.11,3845.8,3797.01,3844.82,3728.13,
12/27/2022,3843.34,3846.65,3813.22,3829.25,3728.13,
12/28/2022,3829.56,3848.32,3780.78,3783.22,3728.13,
12/29/2022,3805.45,3858.19,3805.45,3849.28,3728.13,
12/30/2022,3829.06,3839.85,3800.34,3839.5,3728.13,
1/3/2023,3853.29,3878.46,3794.33,3824.14,3728.13,
1/4/2023,3840.36,3873.16,3815.77,3852.97,3728.13,
1/5/2023,3839.74,3839.74,3802.42,3808.1,3728.13,
1/6/2023,3823.37,3906.19,3809.56,3895.08,3728.13,
1/9/2023,3910.82,3950.57,3890.42,3892.09,3728.13,
1/10/2023,3888.57,3919.83,3877.29,3919.25,3728.13,
1/11/2023,3932.35,3970.07,3928.54,3969.61,3728.13,
1/12/2023,3977.57,3997.76,3937.56,3983.17,3728.13,
1/13/2023,3960.6,4003.95,3947.67,3999.09,3728.13,
1/17/2023,3999.28,4015.39,3984.57,3990.97,3767.45,
1/18/2023,4002.25,4014.16,3926.59,3928.86,3767.45,
1/19/2023,3911.84,3922.94,3885.54,3898.85,3767.45,
1/20/2023,3909.04,3972.96,3897.86,3972.61,3767.45,
1/23/2023,3978.14,4039.31,3971.64,4019.81,3767.45,
1/24/2023,4001.74,4023.92,3989.79,4016.95,3767.45,
1/25/2023,3982.71,4019.55,3949.06,4016.22,3772.78,
1/26/2023,4036.08,4061.57,4013.29,4060.43,3793.22,
1/27/2023,4053.72,4094.21,4048.7,4070.56,3818.79,
1/30/2023,4049.27,4063.85,4015.55,4017.77,3856.36,
1/31/2023,4020.85,4077.16,4020.44,4076.6,3861.92,
2/1/2023,4070.07,4148.95,4037.2,4119.21,3861.92,
2/2/2023,4158.68,4195.44,4141.88,4179.76,3867.39,
2/3/2023,4136.69,4182.36,4123.36,4136.48,3887.16,
2/6/2023,4119.57,4124.63,4093.38,4111.08,3887.16,
2/7/2023,4105.35,4176.54,4088.39,4164,3887.43,
2/8/2023,4153.47,4156.85,4111.67,4117.86,3900.51,
2/9/2023,4144.25,4156.23,4069.67,4081.5,3900.51,
2/10/2023,4068.92,4094.36,4060.79,4090.46,3900.51,
2/13/2023,4096.62,4138.9,4092.67,4137.29,3900.51,
2/14/2023,4126.7,4159.77,4095.01,4136.13,3900.51,
2/15/2023,4119.5,4148.11,4103.98,4147.6,3900.51,
2/16/2023,4114.75,4136.54,4089.49,4090.41,3900.51,
2/17/2023,4077.39,4081.51,4047.95,4079.09,3900.51,
2/21/2023,4052.35,4052.35,3995.19,3997.34,3900.51,
2/22/2023,4001.83,4017.37,3976.9,3991.05,3900.51,
2/23/2023,4018.6,4028.3,3969.19,4012.32,3900.51,
2/24/2023,3973.24,3978.25,3943.08,3970.04,3900.51,
2/27/2023,3992.36,4018.05,3973.55,3982.24,3900.51,
2/28/2023,3977.19,3997.5,3968.98,3970.15,3900.51,
3/1/2023,3963.34,3971.73,3939.05,3951.39,3900.51,
3/2/2023,3938.68,3990.84,3928.16,3981.35,3900.51,
3/3/2023,3998.02,4048.29,3995.17,4045.64,3900.51,
3/6/2023,4055.15,4078.49,4044.61,4048.42,3900.51,
3/7/2023,4048.26,4050,3980.31,3986.37,3900.51,
3/8/2023,3987.55,4000.41,3969.76,3992.01,3900.51,
3/9/2023,3998.66,4017.81,3908.7,3918.32,3900.51,
3/10/2023,3912.77,3934.05,3846.32,3861.59,,4211.34
3/13/2023,3835.12,3905.05,3808.86,3855.76,,4191.57
3/14/2023,3894.01,3937.29,3873.63,3919.29,,4188.47
3/15/2023,3876.74,3894.26,3838.24,3891.93,,4170.12
3/16/2023,3878.93,3964.46,3864.11,3960.28,,4170.12
3/17/2023,3958.69,3958.91,3901.27,3916.64,,4170.12
3/20/2023,3917.47,3956.62,3916.89,3951.57,,4170.12
3/21/2023,3975.89,4009.08,3971.19,4002.87,,4170.12
3/22/2023,4002.04,4039.49,3936.17,3936.97,,4170.12
3/23/2023,3959.21,4007.66,3919.05,3948.72,,4170.12
3/24/2023,3939.21,3972.74,3909.16,3970.99,,4170.12
3/27/2023,3982.93,4003.83,3970.49,3977.53,,4170.12
3/28/2023,3974.13,3979.2,3951.53,3971.27,,4170.12
3/29/2023,3999.53,4030.59,3999.53,4027.81,,4170.12
3/30/2023,4046.74,4057.85,4032.1,4050.83,,4170.12
3/31/2023,4056.18,4110.75,4056.18,4109.31,,4170.12
4/3/2023,4102.2,4127.66,4098.79,4124.51,,4170.12
4/4/2023,4128.03,4133.13,4086.87,4100.6,,4170.12
4/5/2023,4094.5,4099.69,4072.56,4090.38,,4170.12
4/6/2023,4081.15,4107.32,4069.84,4105.02,,4170.12
4/10/2023,4085.2,4109.5,4072.55,4109.11,,4170.12
4/11/2023,4110.29,4124.26,4102.61,4108.94,,4170.12
4/12/2023,4121.72,4134.37,4086.94,4091.95,,4170.12
4/13/2023,4100.04,4150.26,4099.4,4146.22,,4170.12
4/14/2023,4140.11,4163.19,4113.2,4137.64,,4170.12
4/17/2023,4137.17,4151.72,4123.18,4151.32,,4170.12
4/18/2023,4164.26,4169.48,4140.36,4154.87,,4170.12
4/19/2023,4139.33,4162.57,4134.49,4154.52,,4170.12
4/20/2023,4130.48,4148.57,4114.57,4129.79,,4170.12
4/21/2023,4132.14,4138.02,4113.86,4133.52,,4170.12
4/24/2023,4132.07,4142.41,4117.77,4137.04,,4170.12
4/25/2023,4126.43,4126.43,4071.38,4071.63,,4170.12
4/26/2023,4087.78,4089.67,4049.35,4055.99,,4170.12
4/27/2023,4075.29,4138.24,4075.29,4135.35,,4170.12
4/28/2023,4129.63,4170.06,4127.18,4169.48,,4170.12
5/1/2023,4166.79,4186.92,4164.12,4167.87,,4170.12
5/2/2023,4164.1,4164.1,4089.72,4119.58,,4170.12
5/3/2023,4122.25,4148.3,4088.86,4090.75,,4170.12
5/4/2023,4082.55,4082.61,4048.28,4061.22,,4170.12
5/5/2023,4084.73,4147.02,4084.73,4136.25,,4170.12
5/8/2023,4136.98,4142.3,4123.81,4138.12,,4170.12
5/9/2023,4124.25,4130.35,4116.65,4119.17,,4170.12
5/10/2023,4143.74,4154.28,4098.92,4137.64,,4170.12
5/11/2023,4132.24,4132.8,4109.29,4130.62,,4170.12
5/12/2023,4138.54,4143.74,4099.12,4124.08,,4170.12
5/15/2023,4126.65,4141.25,4110.27,4136.28,,4170.12
5/16/2023,4127.95,4135.54,4109.86,4109.9,,4170.12
5/17/2023,4122.85,4164.67,4113.62,4158.77,,4170.12
5/18/2023,4157.68,4202.2,4153.5,4198.05,3931.51,
5/19/2023,4204.15,4212.91,4180.2,4191.98,3949.22,
5/22/2023,4190.78,4209.22,4179.68,4192.63,3964.61,
5/23/2023,4176.8,4185.68,4142.54,4145.58,3979.89,
5/24/2023,4132.96,4132.96,4103.98,4115.24,3979.89,
5/25/2023,4155.71,4165.74,4129.73,4151.28,3979.89,
5/26/2023,4156.16,4212.87,4156.16,4205.45,4009.45,
5/30/2023,4226.71,4231.1,4192.18,4205.52,4041.71,
5/31/2023,4190.74,4195.44,4166.15,4179.83,4053.05,
6/1/2023,4183.03,4232.43,4171.64,4221.02,4054.77,
6/2/2023,4241.01,4290.67,4241.01,4282.37,4071.84,
6/5/2023,4282.99,4299.28,4266.82,4273.79,4093.87,
6/6/2023,4271.34,4288.33,4263.09,4283.85,4102.63,
6/7/2023,4285.47,4299.19,4263.96,4267.52,4118.97,
6/8/2023,4268.69,4298.01,4261.07,4293.93,4125.92,
6/9/2023,4304.88,4322.62,4291.7,4298.86,4137.72,
6/12/2023,4308.32,4340.13,4304.37,4338.93,4154.67,
6/13/2023,4352.61,4375.37,4349.31,4369.01,4183.44,
6/14/2023,4366.29,4391.82,4337.85,4372.59,4196.57,
6/15/2023,4365.33,4439.2,4362.6,4425.84,4196.57,
6/16/2023,4440.95,4448.47,4407.44,4409.59,4219.28,
6/20/2023,4396.11,4400.15,4367.19,4388.71,4223.31,
6/21/2023,4380.01,4386.22,4360.14,4365.69,4223.31,
6/22/2023,4355.4,4382.25,4351.82,4381.89,4223.31,
6/23/2023,4354.17,4366.55,4341.34,4348.33,4223.31,
6/26/2023,4344.84,4362.06,4328.08,4328.82,4223.31,
6/27/2023,4337.36,4384.42,4335,4378.41,4223.31,
6/28/2023,4367.48,4390.35,4360.22,4376.86,4223.31,
6/29/2023,4374.94,4398.39,4371.97,4396.44,4226.6,
6/30/2023,4422.44,4458.48,4422.44,4450.38,4241.46,
7/3/2023,4450.48,4456.46,4442.29,4455.59,4248.38,
7/5/2023,4442.04,4454.06,4436.61,4446.82,4250.33,
7/6/2023,4422.62,4422.62,4385.05,4411.59,4250.33,
7/7/2023,4404.54,4440.39,4397.4,4398.95,4250.33,
7/10/2023,4394.23,4412.6,4389.92,4409.53,4251.62,
7/11/2023,4415.55,4443.64,4408.46,4439.26,4257.77,
7/12/2023,4467.69,4488.34,4463.23,4472.16,4277.4,
7/13/2023,4491.5,4517.38,4489.36,4510.04,4302.34,
7/14/2023,4514.61,4527.76,4499.56,4505.42,4321.3,
7/17/2023,4508.86,4532.85,4504.9,4522.79,4333.7,
7/18/2023,4521.78,4562.3,4514.59,4554.98,4346.82,
7/19/2023,4563.87,4578.43,4557.48,4565.72,4373.14,
7/20/2023,4554.38,4564.74,4527.56,4534.87,4377.81,
7/21/2023,4550.16,4555,4535.79,4536.34,4377.81,
7/24/2023,4543.39,4563.41,4541.29,4554.64,4398.43,
7/25/2023,4555.19,4580.62,4552.42,4567.46,4416.36,
7/26/2023,4558.96,4582.47,4547.58,4566.75,4427.73,
7/27/2023,4598.26,4607.07,4528.56,4537.41,4427.73,
7/28/2023,4565.75,4590.16,4564.01,4582.23,4427.73,
7/31/2023,4584.82,4594.22,4573.14,4588.96,4427.73,
8/1/2023,4578.83,4584.62,4567.53,4576.73,4427.73,
8/2/2023,4550.93,4550.93,4505.75,4513.39,4427.73,
8/3/2023,4494.27,4519.49,4485.54,4501.89,4427.73,
8/4/2023,4513.96,4540.34,4474.55,4478.03,4427.73,
8/7/2023,4491.58,4519.84,4491.15,4518.44,4427.73,
8/8/2023,4498.03,4503.31,4464.39,4499.38,4427.73,
8/9/2023,4501.57,4502.44,4461.33,4467.71,4427.73,
8/10/2023,4487.16,4527.37,4457.92,4468.83,4427.73,
8/11/2023,4450.69,4476.23,4443.98,4464.05,4427.73,
8/14/2023,4458.13,4490.33,4453.44,4489.72,4427.73,
8/15/2023,4478.87,4478.87,4432.19,4437.86,4427.73,
8/16/2023,4433.79,4449.95,4403.55,4404.33,,4647.42
8/17/2023,4416.32,4421.17,4364.83,4370.36,,4606.63
8/18/2023,4344.88,4381.82,4335.31,4369.71,,4577.88
8/21/2023,4380.28,4407.55,4360.3,4399.77,,4555.68
8/22/2023,4415.33,4418.59,4382.77,4387.55,,4543.06
8/23/2023,4396.44,4443.18,4396.44,4436.01,,4540.13
8/24/2023,4455.16,4458.3,4375.55,4376.31,,4540.13
8/25/2023,4389.38,4418.46,4356.29,4405.71,,4540.13
8/28/2023,4426.03,4439.56,4414.98,4433.31,,4540.13
8/29/2023,4432.75,4500.14,4431.68,4497.63,,4540.13
8/30/2023,4500.34,4521.65,4493.59,4514.87,,4540.13
8/31/2023,4517.01,4532.26,4507.39,4507.66,,4540.13
9/1/2023,4530.6,4541.25,4501.35,4515.77,,4540.13
9/5/2023,4510.06,4514.29,4496.01,4496.83,,4540.13
9/6/2023,4490.35,4490.35,4442.38,4465.48,,4540.13
9/7/2023,4434.55,4457.81,4430.46,4451.14,,4540.13
9/8/2023,4451.3,4473.53,4448.38,4457.49,,4540.13
9/11/2023,4480.98,4490.77,4467.89,4487.46,,4540.13
9/12/2023,4473.27,4487.11,4456.83,4461.9,,4540.13
9/13/2023,4462.65,4479.39,4453.52,4467.44,,4540.13
9/14/2023,4487.78,4511.99,4478.69,4505.1,,4540.13
9/15/2023,4497.98,4497.98,4447.21,4450.32,,4540.13
9/18/2023,4445.13,4466.36,4442.11,4453.53,,4540.13
9/19/2023,4445.41,4449.85,4416.61,4443.95,,4540.13
9/20/2023,4452.81,4461.03,4401.38,4402.2,,4540.13
9/21/2023,4374.36,4375.7,4329.17,4330,,4540.13
9/22/2023,4341.74,4357.4,4316.49,4320.06,,4540.13
9/25/2023,4310.62,4338.51,4302.7,4337.44,,4525.74
9/26/2023,4312.88,4313.01,4265.98,4273.53,,4510.18
9/27/2023,4282.63,4292.07,4238.63,4274.51,,4484.53
9/28/2023,4269.65,4317.27,4264.38,4299.7,,4479.81
9/29/2023,4328.18,4333.15,4274.86,4288.05,,4477.22
10/2/2023,4284.52,4300.58,4260.21,4288.39,,4465.31
10/3/2023,4269.75,4281.15,4216.45,4229.45,,4454.49
10/4/2023,4233.83,4268.5,4220.48,4263.75,,4428.32
10/5/2023,4259.31,4267.13,4225.91,4258.19,,4422.46
10/6/2023,4234.79,4324.1,4219.55,4308.5,,4422.46
10/9/2023,4289.02,4341.73,4283.79,4335.66,,4422.46
10/10/2023,4339.75,4385.46,4339.64,4358.24,,4422.46
10/11/2023,4366.59,4378.64,4345.34,4376.95,,4422.46
10/12/2023,4380.94,4385.85,4325.43,4349.61,,4422.46
10/13/2023,4360.49,4377.1,4311.97,4327.78,,4422.46
10/16/2023,4342.37,4383.33,4342.37,4373.63,,4422.46
10/17/2023,4345.23,4393.57,4337.54,4373.2,,4422.46
10/18/2023,4357.35,4364.2,4303.84,4314.6,,4422.46
10/19/2023,4321.36,4339.54,4269.69,4278,,4422.46
10/20/2023,4273.85,4276.56,4223.03,4224.16,,4422.46
10/23/2023,4210.4,4255.84,4189.22,4217.04,,4422.46
10/24/2023,4235.79,4259.38,4219.43,4247.68,,4422.46
10/25/2023,4232.42,4232.42,4181.42,4186.77,,4422.46
10/26/2023,4175.99,4183.6,4127.9,4137.23,,4385.58
10/27/2023,4152.93,4156.7,4103.78,4117.37,,4301.2
10/30/2023,4139.39,4177.47,4132.94,4166.82,,4293.8
10/31/2023,4171.33,4195.55,4153.12,4193.8,,4293.8
11/1/2023,4201.27,4245.64,4197.74,4237.86,,4293.8
11/2/2023,4268.26,4319.72,4268.26,4317.78,4100.21,
11/3/2023,4334.23,4373.62,4334.23,4358.34,4149.92,
11/6/2023,4364.27,4372.21,4347.53,4365.98,4152.44,
11/7/2023,4366.21,4386.26,4355.41,4378.38,4162.21,
11/8/2023,4384.37,4391.2,4359.76,4382.78,4173.37,
11/9/2023,4391.41,4393.4,4343.94,4347.35,4186.98,
11/10/2023,4364.15,4418.03,4353.34,4415.24,4188.85,
11/13/2023,4406.66,4421.76,4393.82,4411.55,4199.48,
11/14/2023,4458.97,4508.67,4458.97,4495.7,4199.48,
11/15/2023,4505.3,4521.17,4495.31,4502.88,4226.49,
11/16/2023,4497.08,4511.99,4487.83,4508.24,4236.11,
11/17/2023,4509.55,4520.12,4499.66,4514.02,4241.41,
11/20/2023,4511.7,4557.11,4510.36,4547.38,4262.22,
11/21/2023,4538.77,4542.14,4525.51,4538.19,4266.88,
11/22/2023,4553.04,4568.43,4545.05,4556.62,4281.83,
11/24/2023,4555.84,4560.31,4552.8,4559.34,4303.22,
11/27/2023,4554.86,4560.52,4546.32,4550.43,4307.41,
11/28/2023,4545.55,4568.14,4540.51,4554.89,4311.5,
11/29/2023,4571.84,4587.64,4547.15,4550.58,4317.89,
11/30/2023,4554.87,4569.89,4537.24,4567.8,4317.89,
12/1/2023,4559.43,4599.39,4554.71,4594.63,4326.24,
12/4/2023,4564.37,4572.37,4546.72,4569.78,4341.16,
12/5/2023,4557.25,4578.56,4551.68,4567.18,4342.68,
12/6/2023,4586.23,4590.74,4546.5,4549.34,4428.61,
12/7/2023,4568.84,4590.92,4565.22,4585.59,4430.83,
12/8/2023,4576.2,4609.23,4574.06,4604.37,4440.68,
12/11/2023,4593.39,4623.71,4593.39,4622.44,4456.89,
12/12/2023,4618.3,4643.93,4608.09,4643.7,4476.67,
12/13/2023,4646.2,4709.69,4643.23,4707.09,4477.71,
12/14/2023,4721.04,4738.57,4694.34,4719.55,4509.43,
12/15/2023,4714.23,4725.53,4704.69,4719.19,4545.36,
12/18/2023,4725.58,4749.52,4725.58,4740.56,4580.66,
12/19/2023,4743.72,4768.69,4743.72,4768.37,4601.37,
12/20/2023,4764.73,4778.01,4697.82,4698.35,4601.37,
12/21/2023,4724.29,4748.71,4708.35,4746.75,4601.37,
12/22/2023,4753.92,4772.94,4736.77,4754.63,4601.37,
12/26/2023,4758.86,4784.72,4758.45,4774.75,4601.37,
12/27/2023,4773.45,4785.39,4768.9,4781.58,4601.37,
12/28/2023,4786.44,4793.3,4780.98,4783.35,4601.37,
12/29/2023,4782.88,4788.43,4751.99,4769.83,4601.37,
1/2/2024,4745.2,4754.33,4722.67,4742.83,4601.37,
1/3/2024,4725.07,4729.29,4699.71,4704.81,4601.37,
1/4/2024,4697.42,4726.78,4687.53,4688.68,4601.37,
1/5/2024,4690.57,4721.49,4682.11,4697.24,4601.37,
1/8/2024,4703.7,4764.54,4699.82,4763.54,4601.37,
1/9/2024,4741.93,4765.47,4730.35,4756.5,4601.37,
1/10/2024,4759.94,4790.8,4756.2,4783.45,4601.37,
1/11/2024,4792.13,4798.5,4739.58,4780.24,4601.37,
1/12/2024,4791.18,4802.4,4768.98,4783.83,4611.7,
1/16/2024,4772.35,4782.34,4747.12,4765.98,4614.05,
1/17/2024,4739.13,4744.23,4714.82,4739.21,4614.05,
1/18/2024,4760.1,4785.79,4740.57,4780.94,4614.05,
1/19/2024,4796.28,4842.07,4785.87,4839.81,4626.77,
1/22/2024,4853.42,4868.41,4844.05,4850.43,4679.28,
1/23/2024,4856.8,4866.48,4844.37,4864.6,4686.99,
1/24/2024,4888.56,4903.68,4865.94,4868.55,4709.86,
1/25/2024,4886.66,4898.15,4869.34,4894.16,4719.56,
1/26/2024,4888.91,4906.69,4881.47,4890.97,4726.02,
1/29/2024,4892.95,4929.31,4887.4,4927.93,4738.62,
1/30/2024,4925.89,4931.09,4916.27,4924.97,4759.53,
1/31/2024,4899.19,4906.75,4845.15,4845.65,4759.53,
2/1/2024,4861.11,4906.97,4853.52,4906.19,4759.53,
2/2/2024,4916.06,4975.29,4907.99,4958.61,4759.53,
2/5/2024,4957.19,4957.19,4918.09,4942.81,4759.53,
2/6/2024,4950.16,4957.77,4934.88,4954.23,4759.53,
2/7/2024,4973.05,4999.89,4969.05,4995.06,4759.53,
2/8/2024,4995.16,5000.4,4987.09,4997.91,4759.53,
2/9/2024,5004.17,5030.06,5000.34,5026.61,4779.81,
2/12/2024,5026.83,5048.39,5016.83,5021.84,4799.15,
2/13/2024,4967.94,4971.3,4920.31,4953.17,4799.15,
2/14/2024,4976.44,5002.52,4956.45,5000.62,4799.15,
2/15/2024,5003.14,5032.72,4999.44,5029.73,4799.15,
2/16/2024,5031.13,5038.7,4999.52,5005.57,4799.15,
2/20/2024,4989.32,4993.71,4955.02,4975.51,4799.15,
2/21/2024,4963.03,4983.21,4946,4981.8,4799.15,
2/22/2024,5038.83,5094.39,5038.83,5087.03,4799.15,
2/23/2024,5100.92,5111.06,5081.46,5088.8,4799.15,
2/26/2024,5093,5097.66,5068.91,5069.53,4799.15,
2/27/2024,5074.6,5080.69,5057.29,5078.18,4799.15,
2/28/2024,5067.2,5077.37,5058.35,5069.76,4799.15,
2/29/2024,5085.36,5104.99,5061.89,5096.27,4799.15,
3/1/2024,5098.51,5140.33,5094.16,5137.08,4811.65,
3/4/2024,5130.99,5149.67,5127.18,5130.95,4827.65,
3/5/2024,5110.52,5114.54,5056.82,5078.65,4827.65,
3/6/2024,5108.03,5127.97,5092.22,5104.76,4853.65,
3/7/2024,5132.38,5165.62,5128.21,5157.36,4866.1,
3/8/2024,5164.46,5189.26,5117.5,5123.69,4870.19,
3/11/2024,5111.96,5124.66,5091.14,5117.94,4870.19,
3/12/2024,5134.3,5179.87,5114.48,5175.27,4870.19,
3/13/2024,5173.49,5179.14,5151.88,5165.31,4873.41,
3/14/2024,5175.14,5176.85,5123.3,5150.48,4944.08,
3/15/2024,5123.31,5136.86,5104.35,5117.09,4944.08,
3/18/2024,5154.77,5175.6,5145.47,5149.42,4947.83,
3/19/2024,5139.09,5180.31,5131.59,5178.51,4962.88,
3/20/2024,5181.69,5226.19,5171.55,5224.62,5000.08,
3/21/2024,5253.43,5261.1,5240.66,5241.53,5030.31,
3/22/2024,5242.48,5246.09,5229.87,5234.18,5030.31,
3/25/2024,5219.52,5229.09,5216.09,5218.19,5030.31,
3/26/2024,5228.85,5235.16,5203.42,5203.58,5035.81,
3/27/2024,5226.31,5249.26,5213.92,5248.49,5040.83,
3/28/2024,5248.03,5264.85,5245.82,5254.35,5049.28,
4/1/2024,5257.97,5263.95,5229.2,5243.77,5073.21,
4/2/2024,5204.29,5208.34,5184.05,5205.81,5073.21,
4/3/2024,5194.37,5228.75,5194.37,5211.49,5073.21,
4/4/2024,5244.05,5256.59,5146.06,5147.21,5073.21,
4/5/2024,5158.95,5222.18,5157.21,5204.34,5073.21,
4/8/2024,5211.37,5219.57,5197.35,5202.39,5073.21,
4/9/2024,5217.03,5224.81,5160.78,5209.91,5073.21,
4/10/2024,5167.88,5178.43,5138.7,5160.64,5073.21,
4/11/2024,5172.95,5211.78,5138.77,5199.06,5073.21,
